,,,temp,temp,temp,temp,temp,temp,temp,temp
,,,count,mean,std,min,25%,50%,75%,max
Year,Month,Day,,,,,,,,
2021,10,6,24.0,13.35,1.5639971088597764,11.6,12.0,12.8,14.35,17.0
2021,10,7,24.0,13.708333333333334,2.0565730606091264,11.0,12.0,13.100000000000001,14.850000000000001,18.2
2021,10,8,24.0,13.283333333333331,1.854645557762328,10.2,12.4,13.2,14.0,17.0
2021,10,9,24.0,11.883333333333333,0.8380446530941594,10.6,11.0,11.8,12.850000000000001,13.0
2021,10,10,24.0,11.6,1.6587056242221183,9.4,10.95,11.0,12.1,15.4
2021,10,11,24.0,12.775,2.718895236000796,10.0,10.35,11.8,14.8,18.2
2021,10,12,24.0,12.041666666666666,1.3107968590888144,9.8,11.2,11.8,12.6,15.0
2021,10,13,24.0,11.199999999999998,1.8687359131357963,9.0,9.75,10.5,12.15,15.2
2021,10,14,24.0,9.541666666666666,1.3736389838567535,7.0,8.95,9.4,10.05,13.0
2021,10,15,24.0,9.025,1.7813648895061385,3.2,8.0,9.0,9.55,12.2
2021,10,16,24.0,10.491666666666667,1.993013158329709,8.0,9.149999999999999,9.7,11.65,14.2
2021,10,17,24.0,11.608333333333333,1.5474851032974557,9.8,10.2,11.1,12.6,15.0
2021,10,18,24.0,12.525,2.0908184376292542,10.6,10.75,11.7,13.7,17.0
2021,10,19,24.0,12.858333333333334,1.3272779161376365,11.2,11.8,12.6,13.7,15.4
2021,10,20,24.0,12.375,0.7853274033387493,11.0,11.95,12.4,13.0,13.8
2021,10,21,24.0,11.791666666666666,0.6142628432354592,10.8,11.35,11.8,11.9,12.8
2021,10,22,24.0,12.391666666666666,1.5305346228962144,10.8,11.0,11.9,13.5,15.8
2021,10,23,24.0,11.983333333333334,0.7844503291098676,10.4,11.4,12.0,12.6,13.6
2021,10,24,24.0,10.908333333333337,0.6877288815316351,10.0,10.5,10.8,11.1,12.4
2021,10,25,24.0,10.991666666666667,1.433122667363176,9.6,10.0,10.2,11.7,14.4
2021,10,26,24.0,10.541666666666666,1.5133943038219022,9.0,9.55,10.0,11.45,14.0
2021,10,27,24.0,11.816666666666668,1.8471285981141146,10.0,10.0,11.5,13.05,15.4
2021,10,28,24.0,12.133333333333333,1.209623249527348,10.8,11.149999999999999,11.9,12.8,15.0
2021,10,29,24.0,10.791666666666666,0.8737309637991832,10.0,10.0,10.4,11.65,12.8
2021,10,30,24.0,8.799999999999999,0.7890555719670028,7.8,8.0,9.0,9.25,10.4
2021,10,31,25.0,7.944,0.47441191665752536,7.4,7.6,7.8,8.4,8.8
2021,11,1,24.0,7.633333333333333,0.4992748364566758,7.0,7.4,7.4,7.6499999999999995,9.0
2021,11,2,24.0,10.600000000000001,1.4989851639489733,8.6,9.75,10.0,11.45,14.0
2021,11,3,24.0,7.091666666666666,0.2205066629510254,6.8,7.0,7.0,7.2,8.0
2021,11,4,24.0,7.858333333333333,1.3442038751510184,5.6,7.0,7.8,8.45,11.0
2021,11,5,24.0,7.966666666666666,1.675051372779138,5.4,6.4,8.2,9.0,11.2
2021,11,6,24.0,7.833333333333333,1.4211650660382615,6.0,6.9,7.8,8.4,10.8
2021,11,7,24.0,8.174999999999999,1.4546028891822644,6.0,6.95,8.1,9.25,11.0
2021,11,8,24.0,7.55,0.7107864597080813,6.4,7.0,7.4,8.0,9.4
2021,11,9,24.0,7.6499999999999995,0.5013026509266502,7.0,7.3500000000000005,7.6,8.2,8.4
2021,11,10,24.0,7.766666666666667,0.761386987626881,6.6,7.15,7.699999999999999,8.2,9.2
2021,11,11,24.0,9.333333333333334,2.030777676412288,7.0,7.4,9.399999999999999,11.25,12.2
2021,11,12,24.0,10.766666666666666,0.761386987626881,9.6,10.0,11.0,11.4,12.0
2021,11,13,24.0,9.383333333333333,0.7148527769783253,8.0,8.95,9.3,10.0,10.8
2021,11,14,24.0,7.650000000000001,0.572560989726441,6.6,7.300000000000001,7.8,8.05,8.6
2021,11,15,24.0,6.833333333333333,0.37609742801875,6.2,6.55,6.8,7.05,7.4
2021,11,16,24.0,7.916666666666667,0.7340576133452639,7.0,7.55,7.6,8.4,9.4
2021,11,17,24.0,7.758333333333333,0.8042910281552409,6.8,7.15,7.4,8.6,9.0
2021,11,18,24.0,9.158333333333333,0.9136247287193666,8.0,8.2,9.0,9.8,11.0
2021,11,19,24.0,8.358333333333333,0.81075202163159,6.8,7.8,8.7,9.0,9.6
2021,11,20,24.0,9.383333333333333,1.1373755705156487,7.6,8.55,9.3,10.05,11.8
2021,11,21,24.0,7.283333333333334,0.5466631318372813,6.2,7.0,7.2,7.699999999999999,8.0
2021,11,22,24.0,5.3,0.7295025106491945,4.0,4.8,5.300000000000001,6.0,6.2
2021,11,23,24.0,5.7749999999999995,0.5383146001137739,4.6,5.4,5.9,6.2,6.6
2021,11,24,24.0,6.183333333333334,0.6951175481867088,5.2,5.8,6.0,6.45,7.8
2021,11,25,24.0,3.391666666666667,1.2475773624758981,2.0,2.35,2.8,4.6499999999999995,5.4
2021,11,26,24.0,4.566666666666666,1.376405737282139,2.4,3.0,4.8,5.85,6.4
2021,11,27,24.0,3.4583333333333335,0.6170875962529756,2.8,3.0,3.2,3.7,5.0
2021,11,28,24.0,2.9333333333333336,1.3877309182436182,0.2,2.1500000000000004,3.2,4.0,5.0
2021,11,29,24.0,4.133333333333333,1.2352315983042512,3.0,3.1500000000000004,3.7,4.95,6.6
2021,11,30,24.0,3.158333333333333,1.0466994363927629,1.6,2.0,3.4,4.0,4.6
2021,12,1,24.0,4.058333333333333,1.122852217101287,3.0,3.2,3.7,5.0,6.0
2021,12,2,24.0,3.6999999999999997,0.8340576562282991,2.8,3.0,3.5999999999999996,4.2,5.8
2021,12,3,24.0,3.6333333333333333,0.8143638043264825,2.0,3.2,3.3,4.0,5.2
2021,12,4,24.0,2.566666666666667,0.686938176236417,1.6,2.0,2.4,2.8,4.2
2021,12,5,24.0,3.4,1.8129965586672057,0.2,1.6,4.2,4.6499999999999995,6.2
2021,12,6,24.0,3.5333333333333337,1.350898788300546,1.8,2.35,3.4,4.1,6.0
2021,12,7,24.0,3.4333333333333336,0.7749707801878258,2.0,3.0,3.5,3.8499999999999996,5.0
2021,12,8,24.0,-0.05833333333333335,1.6696567381316454,-2.0,-1.15,-0.2,0.5,3.2
2021,12,9,24.0,3.141666666666667,1.6913891040944053,0.2,2.75,3.6,4.4,5.2
2021,12,10,24.0,0.7833333333333333,1.2973775109030916,-1.0,-0.05,0.4,1.8,3.6
2021,12,11,24.0,3.983333333333333,2.1377897294954504,0.0,2.75,4.5,5.6499999999999995,7.0
2021,12,12,24.0,5.708333333333333,1.0778064142816495,4.2,4.95,5.300000000000001,6.15,8.0
2021,12,13,24.0,8.549999999999999,1.078243337865889,7.0,7.6,8.7,9.299999999999999,10.2
2021,12,14,24.0,8.591666666666667,1.6623494810362378,6.6,7.0,8.7,9.850000000000001,11.8
2021,12,15,24.0,5.383333333333333,1.305395714338948,4.0,4.4,5.1,6.0,8.6
2021,12,16,24.0,4.816666666666666,1.317331514403485,3.4,4.0,4.2,5.45,7.8
2021,12,17,24.0,6.316666666666666,2.6897012387295334,2.8,3.8,6.1,9.0,10.0
2021,12,18,24.0,4.75,1.1363557311978,3.8,4.0,4.4,5.0,8.4
2021,12,19,24.0,6.966666666666666,2.2182379741914366,4.0,5.0,7.0,9.05,10.4
2021,12,20,24.0,9.141666666666667,4.5310442856852085,0.0,9.200000000000001,11.0,11.55,14.0
2021,12,21,24.0,2.6666666666666665,0.8780743093574843,1.0,2.0,2.8,3.1,4.0
2021,12,22,24.0,1.825,0.7651371005308105,0.8,1.15,1.8,2.45,3.0
2021,12,23,24.0,1.2041666666666666,0.5488954653520631,0.4,0.95,1.0,1.4,2.6
2021,12,24,24.0,1.6916666666666667,1.3028118976198022,0.0,0.55,1.2,3.0,3.6
2021,12,25,24.0,3.6166666666666667,0.4526892269889843,2.4,3.4,3.6,4.0,4.4
2021,12,26,24.0,4.125,0.9114012145663641,2.4,3.4,4.0,5.0,5.4
2021,12,27,24.0,3.9749999999999996,0.9386623229477888,2.6,3.0,4.5,4.85,5.0
2021,12,28,24.0,4.616666666666666,0.6696310903037951,3.8,4.0,4.6,4.85,6.2
2021,12,29,24.0,8.408333333333333,1.9269071110182645,4.4,7.65,8.6,9.8,11.2
2021,12,30,24.0,8.354166666666666,4.787572605117897,-1.8,8.575,9.7,11.05,13.4
2021,12,31,24.0,5.329166666666667,6.690452585371295,-3.4,-1.95,10.0,11.05,11.8
